Medio empleado;Medio empleado;Sexo;Edad;Total;Año
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;H;75_79;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;H;80_84;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;H;85_89;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;H;90_94;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;H;95_mas;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;Todas las edades;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;0_15;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;15_29;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;30_39;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;40_44;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;45_49;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;50_54;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;55_59;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;60_64;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;65_69;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;70_74;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;75_79;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;80_84;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;85_89;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;90_94;0;2015
X63;X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;M;95_mas;0;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;Todas las edades;199;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;0_15;0;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;15_29;5;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;30_39;28;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;40_44;25;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;45_49;33;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;50_54;21;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;55_59;30;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;60_64;26;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;65_69;10;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;70_74;9;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;75_79;7;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;80_84;4;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;85_89;1;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;90_94;0;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;A;95_mas;0;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;Todas las edades;91;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;0_15;0;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;15_29;2;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;30_39;15;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;40_44;11;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;45_49;17;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;50_54;10;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;55_59;15;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;60_64;9;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;65_69;4;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;70_74;6;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;75_79;1;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;80_84;1;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;85_89;0;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;90_94;0;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;H;95_mas;0;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;Todas las edades;108;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;0_15;0;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;15_29;3;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;30_39;13;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;40_44;14;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;45_49;16;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;50_54;11;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;55_59;15;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;60_64;17;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;65_69;6;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;70_74;3;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;75_79;6;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;80_84;3;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;85_89;1;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;90_94;0;2015
X64;X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;M;95_mas;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;Todas las edades;5;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;0_15;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;15_29;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;30_39;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;40_44;3;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;45_49;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;50_54;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;55_59;1;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;60_64;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;65_69;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;70_74;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;75_79;1;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;80_84;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;85_89;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;90_94;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;A;95_mas;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;Todas las edades;1;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;0_15;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;15_29;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;30_39;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;40_44;1;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;45_49;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;50_54;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;55_59;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;60_64;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;65_69;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;70_74;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;75_79;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;80_84;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;85_89;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;90_94;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;H;95_mas;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;Todas las edades;4;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;0_15;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;15_29;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;30_39;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;40_44;2;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;45_49;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;50_54;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;55_59;1;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;60_64;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;65_69;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;70_74;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;75_79;1;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;80_84;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;85_89;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;90_94;0;2015
X65;X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;M;95_mas;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;Todas las edades;1;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;0_15;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;15_29;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;30_39;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;40_44;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;45_49;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;50_54;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;55_59;1;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;60_64;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;65_69;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;70_74;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;75_79;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;80_84;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;85_89;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;90_94;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;A;95_mas;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;Todas las edades;1;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;0_15;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;15_29;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;30_39;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;40_44;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;45_49;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;50_54;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;55_59;1;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;60_64;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;65_69;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;70_74;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;75_79;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;80_84;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;85_89;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;90_94;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;H;95_mas;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;Todas las edades;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;0_15;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;15_29;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;30_39;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;40_44;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;45_49;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;50_54;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;55_59;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;60_64;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;65_69;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;70_74;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;75_79;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;80_84;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;85_89;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;90_94;0;2015
X66;X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;M;95_mas;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;Todas las edades;37;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;0_15;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;15_29;7;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;30_39;10;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;40_44;1;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;45_49;6;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;50_54;4;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;55_59;3;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;60_64;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;65_69;3;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;70_74;2;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;75_79;1;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;80_84;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;85_89;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;90_94;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;A;95_mas;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;Todas las edades;30;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;0_15;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;15_29;5;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;30_39;7;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;40_44;1;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;45_49;6;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;50_54;4;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;55_59;2;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;60_64;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;65_69;3;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;70_74;1;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;75_79;1;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;80_84;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;85_89;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;90_94;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;H;95_mas;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;Todas las edades;7;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;0_15;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;15_29;2;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;30_39;3;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;40_44;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;45_49;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;50_54;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;55_59;1;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;60_64;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;65_69;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;70_74;1;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;75_79;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;80_84;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;85_89;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;90_94;0;2015
X67;X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;M;95_mas;0;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;Todas las edades;14;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;0_15;0;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;15_29;0;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;30_39;1;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;40_44;1;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;45_49;1;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;50_54;2;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;55_59;3;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;60_64;1;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;65_69;1;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;70_74;0;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;75_79;3;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;80_84;0;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;85_89;1;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;90_94;0;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;A;95_mas;0;2015
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;Todas las edades;11;2015
